timestamp,voltage,resistance
"07/22/2022, 10:33:02",2911.0,50
"07/22/2022, 10:33:05",2910.0,50
"07/22/2022, 10:33:08",2909.125,50
"07/22/2022, 10:33:11",2909.0,50
"07/22/2022, 10:33:14",2908.0,50
"07/22/2022, 10:33:17",2908.0,50
"07/22/2022, 10:33:20",2907.0,50
"07/22/2022, 10:33:23",2907.0,50
"07/22/2022, 10:33:26",2907.0,50
"07/22/2022, 10:33:29",2906.625,50
"07/22/2022, 10:33:32",2906.0,50
"07/22/2022, 10:33:35",2905.375,50
"07/22/2022, 10:33:38",2902.625,50
"07/22/2022, 10:33:41",2899.875,50
"07/22/2022, 10:33:44",2898.625,50
"07/22/2022, 10:33:47",2900.25,50
"07/22/2022, 10:33:50",2900.75,50
"07/22/2022, 10:33:53",2899.625,50
"07/22/2022, 10:33:56",2901.5,50
"07/22/2022, 10:33:59",2902.0,50
"07/22/2022, 10:34:02",2902.125,50
"07/22/2022, 10:34:05",2902.5,50
"07/22/2022, 10:34:08",2902.625,50
"07/22/2022, 10:34:11",2902.0,50
"07/22/2022, 10:34:14",2902.0,50
"07/22/2022, 10:34:17",2902.0,50
"07/22/2022, 10:34:20",2901.375,50
"07/22/2022, 10:34:23",2901.5,50
"07/22/2022, 10:34:26",2902.125,50
"07/22/2022, 10:34:29",2900.5,50
"07/22/2022, 10:34:32",2901.0,50
"07/22/2022, 10:34:35",2901.5,50
"07/22/2022, 10:34:38",2901.875,50
"07/22/2022, 10:34:41",2901.0,50
"07/22/2022, 10:34:44",2902.0,50
"07/22/2022, 10:34:47",2902.0,50
"07/22/2022, 10:34:50",2902.0,50
"07/22/2022, 10:34:53",2902.0,50
"07/22/2022, 10:34:56",2902.0,50
"07/22/2022, 10:34:59",2902.0,50
"07/22/2022, 10:35:02",2902.0,50
"07/22/2022, 10:35:05",2902.0,50
"07/22/2022, 10:35:08",2902.0,50
"07/22/2022, 10:35:11",2902.0,50
"07/22/2022, 10:35:14",2902.0,50
"07/22/2022, 10:35:17",2902.0,50
"07/22/2022, 10:35:20",2902.0,50
"07/22/2022, 10:35:23",2902.0,50
"07/22/2022, 10:35:26",2902.0,50
"07/22/2022, 10:35:29",2902.0,50
"07/22/2022, 10:35:32",2901.625,50
"07/22/2022, 10:35:35",2901.0,50
"07/22/2022, 10:35:38",2901.0,50
"07/22/2022, 10:35:41",2901.0,50
"07/22/2022, 10:35:44",2901.0,50
"07/22/2022, 10:35:47",2901.0,50
"07/22/2022, 10:35:50",2901.0,50
"07/22/2022, 10:35:53",2901.0,50
"07/22/2022, 10:35:56",2901.0,50
"07/22/2022, 10:35:59",2901.0,50
"07/22/2022, 10:36:02",2901.0,50
"07/22/2022, 10:36:05",2901.0,50
"07/22/2022, 10:36:08",2901.0,50
"07/22/2022, 10:36:11",2901.0,50
"07/22/2022, 10:36:14",2901.0,50
"07/22/2022, 10:36:17",2901.0,50
"07/22/2022, 10:36:20",2901.0,50
"07/22/2022, 10:36:23",2901.0,50
"07/22/2022, 10:36:26",2901.0,50
"07/22/2022, 10:36:29",2901.0,50
"07/22/2022, 10:36:32",2901.0,50
"07/22/2022, 10:36:35",2901.0,50
"07/22/2022, 10:36:38",2901.0,50
"07/22/2022, 10:36:41",2901.0,50
"07/22/2022, 10:36:44",2901.0,50
"07/22/2022, 10:36:47",2900.625,50
"07/22/2022, 10:36:50",2900.875,50
"07/22/2022, 10:36:53",2900.125,50
"07/22/2022, 10:36:56",2900.25,50
"07/22/2022, 10:36:59",2900.0,50
"07/22/2022, 10:37:02",2900.0,50
"07/22/2022, 10:37:05",2900.0,50
"07/22/2022, 10:37:08",2900.0,50
"07/22/2022, 10:37:11",2900.0,50
"07/22/2022, 10:37:14",2900.0,50
"07/22/2022, 10:37:17",2900.0,50
"07/22/2022, 10:37:20",2900.0,50
"07/22/2022, 10:37:23",2900.0,50
"07/22/2022, 10:37:26",2900.0,50
"07/22/2022, 10:37:29",2900.0,50
"07/22/2022, 10:37:32",2900.0,50
"07/22/2022, 10:37:35",2900.0,50
"07/22/2022, 10:37:38",2899.875,50
"07/22/2022, 10:37:41",2899.0,50
"07/22/2022, 10:37:44",2899.0,50
"07/22/2022, 10:37:47",2899.0,50
"07/22/2022, 10:37:50",2899.0,50
"07/22/2022, 10:37:53",2899.0,50
"07/22/2022, 10:37:56",2899.0,50
"07/22/2022, 10:37:59",2899.0,50
"07/22/2022, 10:38:02",2899.0,50
"07/22/2022, 10:38:05",2899.0,50
"07/22/2022, 10:38:08",2899.0,50
"07/22/2022, 10:38:11",2898.875,50
"07/22/2022, 10:38:14",2898.125,50
"07/22/2022, 10:38:17",2898.0,50
"07/22/2022, 10:38:20",2898.0,50
"07/22/2022, 10:38:23",2898.0,50
"07/22/2022, 10:38:26",2898.0,50
"07/22/2022, 10:38:29",2898.0,50
"07/22/2022, 10:38:32",2898.0,50
"07/22/2022, 10:38:35",2898.0,50
"07/22/2022, 10:38:38",2898.0,50
"07/22/2022, 10:38:41",2898.0,50
"07/22/2022, 10:38:44",2898.0,50
"07/22/2022, 10:38:47",2898.0,50
"07/22/2022, 10:38:50",2898.0,50
"07/22/2022, 10:38:53",2898.0,50
"07/22/2022, 10:38:56",2898.0,50
"07/22/2022, 10:38:59",2898.0,50
"07/22/2022, 10:39:02",2898.0,50
"07/22/2022, 10:39:05",2898.0,50
"07/22/2022, 10:39:08",2897.75,50
"07/22/2022, 10:39:11",2897.25,50
"07/22/2022, 10:39:14",2897.125,50
"07/22/2022, 10:39:17",2897.0,50
"07/22/2022, 10:39:20",2897.0,50
"07/22/2022, 10:39:23",2897.0,50
"07/22/2022, 10:39:26",2897.0,50
"07/22/2022, 10:39:29",2897.0,50
"07/22/2022, 10:39:32",2896.75,50
"07/22/2022, 10:39:35",2897.0,50
"07/22/2022, 10:39:38",2897.0,50
"07/22/2022, 10:39:41",2896.75,50
"07/22/2022, 10:39:44",2896.875,50
"07/22/2022, 10:39:47",2897.0,50
"07/22/2022, 10:39:50",2896.875,50
"07/22/2022, 10:39:53",2896.0,50
"07/22/2022, 10:39:56",2896.0,50
"07/22/2022, 10:39:59",2896.0,50
"07/22/2022, 10:40:02",2896.0,50
"07/22/2022, 10:40:05",2896.0,50
"07/22/2022, 10:40:08",2896.0,50
"07/22/2022, 10:40:11",2896.0,50
"07/22/2022, 10:40:14",2896.0,50
"07/22/2022, 10:40:17",2896.0,50
"07/22/2022, 10:40:20",2896.0,50
"07/22/2022, 10:40:23",2896.0,50
"07/22/2022, 10:40:26",2896.0,50
"07/22/2022, 10:40:29",2896.0,50
"07/22/2022, 10:40:32",2896.0,50
"07/22/2022, 10:40:35",2896.0,50
"07/22/2022, 10:40:38",2896.0,50
"07/22/2022, 10:40:41",2896.0,50
"07/22/2022, 10:40:44",2896.0,50
"07/22/2022, 10:40:47",2896.0,50
"07/22/2022, 10:40:50",2895.875,50
"07/22/2022, 10:40:53",2895.5,50
"07/22/2022, 10:40:56",2895.0,50
"07/22/2022, 10:40:59",2895.0,50
"07/22/2022, 10:41:02",2895.0,50
"07/22/2022, 10:41:05",2895.0,50
"07/22/2022, 10:41:08",2895.0,50
"07/22/2022, 10:41:11",2895.0,50
"07/22/2022, 10:41:14",2895.0,50
"07/22/2022, 10:41:17",2895.0,50
"07/22/2022, 10:41:20",2895.0,50
"07/22/2022, 10:41:23",2895.0,50
"07/22/2022, 10:41:26",2894.25,50
"07/22/2022, 10:41:29",2894.0,50
"07/22/2022, 10:41:32",2894.0,50
"07/22/2022, 10:41:35",2894.0,50
"07/22/2022, 10:41:38",2894.0,50
"07/22/2022, 10:41:41",2894.0,50
"07/22/2022, 10:41:44",2894.0,50
