timestamp,voltage,resistance
"07/22/2022, 13:34:25",1181.0,50
"07/22/2022, 13:35:04",1173.375,50
"07/22/2022, 13:35:07",1173.0,50
"07/22/2022, 13:35:31",1168.0,50
"07/22/2022, 13:36:23",1158.0,50
"07/22/2022, 13:37:58",1141.0,50
"07/22/2022, 13:38:39",1132.0,50
"07/22/2022, 13:39:10",1126.0,50
"07/22/2022, 13:39:13",1126.0,50
"07/22/2022, 13:39:16",1125.0,50
"07/22/2022, 13:39:19",1124.375,50
"07/22/2022, 13:39:22",1124.0,50
"07/22/2022, 13:39:25",1123.375,50
"07/22/2022, 13:39:28",1123.0,50
"07/22/2022, 13:39:31",1122.0,50
"07/22/2022, 13:39:34",1122.0,50
"07/22/2022, 13:39:37",1121.0,50
"07/22/2022, 13:39:40",1120.0,50
"07/22/2022, 13:39:43",1120.0,50
"07/22/2022, 13:39:46",1119.0,50
"07/22/2022, 13:39:49",1118.875,50
"07/22/2022, 13:39:52",1118.0,50
"07/22/2022, 13:39:55",1117.75,50
"07/22/2022, 13:39:58",1117.0,50
"07/22/2022, 13:40:01",1116.25,50
"07/22/2022, 13:40:04",1116.0,50
"07/22/2022, 13:40:07",1115.0,50
"07/22/2022, 13:40:10",1115.0,50
"07/22/2022, 13:40:13",1114.0,50
"07/22/2022, 13:40:16",1113.0,50
"07/22/2022, 13:40:35",1108.875,50
"07/22/2022, 13:40:38",1108.0,50
"07/22/2022, 13:40:41",1108.0,50
"07/22/2022, 13:40:44",1107.0,50
"07/22/2022, 13:40:47",1106.0,50
"07/22/2022, 13:40:50",1106.0,50
"07/22/2022, 13:40:53",1105.25,50
"07/22/2022, 13:40:56",1104.5,50
"07/22/2022, 13:40:59",1104.0,50
"07/22/2022, 13:41:02",1106.0,50
"07/22/2022, 13:41:05",1106.0,50
"07/22/2022, 13:41:08",1105.0,50
"07/22/2022, 13:41:11",1105.0,50
"07/22/2022, 13:41:14",1105.0,50
"07/22/2022, 13:41:17",1104.0,50
"07/22/2022, 13:41:20",1103.75,50
"07/22/2022, 13:41:23",1102.0,50
"07/22/2022, 13:41:26",1100.375,50
"07/22/2022, 13:41:29",1099.25,50
"07/22/2022, 13:41:32",1099.0,50
"07/22/2022, 13:41:35",1099.0,50
"07/22/2022, 13:41:38",1098.0,50
"07/22/2022, 13:41:41",1098.375,50
"07/22/2022, 13:41:44",1097.625,50
"07/22/2022, 13:41:47",1097.0,50
"07/22/2022, 13:41:50",1096.0,50
"07/22/2022, 13:41:53",1095.75,50
"07/22/2022, 13:41:56",1095.0,50
"07/22/2022, 13:41:59",1094.0,50
"07/22/2022, 13:42:02",1093.0,50
"07/22/2022, 13:42:05",1092.0,50
"07/22/2022, 13:42:08",1092.0,50
"07/22/2022, 13:42:11",1091.0,50
"07/22/2022, 13:42:14",1091.0,50
"07/22/2022, 13:42:17",1090.0,50
"07/22/2022, 13:42:20",1090.0,50
"07/22/2022, 13:42:23",1089.0,50
"07/22/2022, 13:42:26",1088.0,50
"07/22/2022, 13:42:29",1087.375,50
"07/22/2022, 13:42:32",1087.0,50
"07/22/2022, 13:42:35",1086.0,50
"07/22/2022, 13:42:38",1086.0,50
"07/22/2022, 13:42:41",1085.0,50
"07/22/2022, 13:42:44",1085.0,50
"07/22/2022, 13:42:47",1084.0,50
"07/22/2022, 13:42:50",1084.375,50
"07/22/2022, 13:42:53",1083.625,50
"07/22/2022, 13:42:56",1083.0,50
"07/22/2022, 13:42:59",1082.5,50
"07/22/2022, 13:43:02",1082.125,50
"07/22/2022, 13:43:05",1082.0,50
"07/22/2022, 13:43:08",1081.0,50
"07/22/2022, 13:43:11",1080.875,50
"07/22/2022, 13:43:14",1080.0,50
"07/22/2022, 13:43:17",1079.0,50
"07/22/2022, 13:43:20",1079.0,50
"07/22/2022, 13:43:23",1078.0,50
"07/22/2022, 13:43:26",1077.625,50
"07/22/2022, 13:43:29",1077.0,50
"07/22/2022, 13:43:32",1076.625,50
"07/22/2022, 13:43:35",1076.0,50
"07/22/2022, 13:43:38",1075.0,50
"07/22/2022, 13:43:41",1075.0,50
"07/22/2022, 13:43:44",1074.0,50
"07/22/2022, 13:43:47",1074.0,50
"07/22/2022, 13:43:50",1073.0,50
"07/22/2022, 13:43:53",1073.0,50
"07/22/2022, 13:43:56",1072.0,50
"07/22/2022, 13:43:59",1071.75,50
"07/22/2022, 13:44:02",1071.0,50
"07/22/2022, 13:44:05",1070.125,50
"07/22/2022, 13:44:08",1070.0,50
"07/22/2022, 13:44:11",1068.0,50
"07/22/2022, 13:44:14",1067.0,50
"07/22/2022, 13:44:17",1067.0,50
"07/22/2022, 13:44:20",1066.0,50
"07/22/2022, 13:44:23",1065.625,50
"07/22/2022, 13:44:26",1065.0,50
"07/22/2022, 13:44:29",1064.375,50
"07/22/2022, 13:44:32",1064.0,50
"07/22/2022, 13:44:35",1063.125,50
"07/22/2022, 13:44:38",1063.0,50
"07/22/2022, 13:44:41",1062.0,50
"07/22/2022, 13:44:44",1062.0,50
"07/22/2022, 13:44:47",1061.0,50
"07/22/2022, 13:44:50",1061.0,50
"07/22/2022, 13:44:53",1060.0,50
"07/22/2022, 13:44:56",1059.125,50
"07/22/2022, 13:44:59",1058.0,50
"07/22/2022, 13:45:02",1057.5,50
"07/22/2022, 13:45:05",1057.0,50
"07/22/2022, 13:45:08",1057.0,50
"07/22/2022, 13:45:11",1054.625,50
"07/22/2022, 13:45:14",1054.0,50
"07/22/2022, 13:45:17",1054.0,50
"07/22/2022, 13:45:20",1053.5,50
"07/22/2022, 13:45:23",1053.0,50
"07/22/2022, 13:45:26",1052.125,50
"07/22/2022, 13:45:29",1052.0,50
"07/22/2022, 13:45:32",1051.75,50
"07/22/2022, 13:45:35",1052.0,50
"07/22/2022, 13:45:38",1050.625,50
"07/22/2022, 13:45:41",1050.0,50
"07/22/2022, 13:45:44",1049.0,50
"07/22/2022, 13:45:47",1049.0,50
"07/22/2022, 13:45:50",1048.25,50
"07/22/2022, 13:45:53",1048.0,50
"07/22/2022, 13:45:56",1047.125,50
"07/22/2022, 13:45:59",1047.0,50
